latitude,longitude
40.66799,-73.7831
40.68092,-73.91145
40.68135,-73.91367
40.66044,-73.89917
40.79647,-73.93555
40.8344,-73.94482
40.66636,-73.88762
40.68753,-73.92684
40.6892,-73.92738
40.71369552612305,-73.96245574951172
40.67786,-73.91062
40.75575,-73.99496
40.74941,-73.9949
40.80582,-73.93972
40.67256,-73.86919
40.83555,-73.88589
40.84187,-73.93908
40.69609,-73.94497
40.67644,-73.88715
40.72469,-73.97686
40.68677,-73.91716
40.68057,-73.91305
40.67877,-73.90855
40.75643,-73.94273
40.65961,-73.89385
40.66098,-73.8943
40.65941,-73.89414
40.67916,-73.90895
40.67944,-73.90962
40.87901,-73.86221
40.67996,-73.91059
40.80375,-73.93604
40.80831,-73.93044
40.86777,-73.86018
40.81149,-73.91913
40.73589,-73.93488
40.81868,-73.94103
40.82762,-73.94213
40.8013,-73.94149
40.72731351881211,-73.9546369344042
40.78874,-73.94426
40.81296,-73.95263
40.80998836305985,-73.93170123949453
40.677357936013294,-73.90812710422973
40.76385,-73.98892
40.75724444648972,-73.8252397111145
40.6971383,-73.7919333
40.8516481,-73.9207176
40.8192713,-73.953777
40.74821796834309,-73.85417914846558
40.66958,-73.88896
40.72518,-73.9845
40.65106,-73.96183
40.83165,-73.91821
40.67026,-73.93575
40.64366,-73.95547
40.66276,-73.95091
40.65789,-74.0016
40.71776,-73.98187
40.67306,-73.887
40.80389,-73.94547
40.81388,-73.93611
40.80602,-73.95367
40.67449,-73.92699
40.79679,-73.93805
40.74865,-73.99565
40.83479,-73.94392
40.67319,-73.91315
40.86768,-73.8605
40.59367,-73.7887
40.86168,-73.84776
40.83565,-73.94352
40.75304,-73.97162
40.59709,-73.79926
40.75128,-74.00256
40.80903,-73.80338
40.6998,-73.91781
40.66791,-73.8843
40.6578,-73.91148
40.6571074,-73.95941359999999
40.64575,-73.90889
40.6842701,-73.9302848
40.59808253411952,-73.79193488836061
40.80716,-73.9416
40.7956,-73.93841
40.79586,-73.93882
40.67358,-73.9307
40.572864,-74.091115
40.69671,-73.91507
40.70734,-73.92789
40.6976907,-73.74149369999999
40.7116321,-73.99592969999999
40.70577,-73.9429
40.76229,-73.99076
40.70746,-73.95992
40.66154,-73.92301
40.848309,-73.904449
40.68264,-73.90628
40.795319,-73.962914
40.73534,-73.98676
40.80849,-73.93189
40.6849,-73.76061
40.74782,-73.98868
40.67536,-73.88939
40.66296,-73.95361
40.7732,-73.94773
40.68693,-73.91245
40.71333,-73.94055
40.68696,-73.94028
40.82221,-73.90325
40.66107,-73.90149
