listing_id,date,reviewer_id,comments,name,neighbourhood_group,neighbourhood,latitude,longitude
2595,2014-07-10,10781357,"This is a cute studio in a wonderful location with some quirky and interesting traits including a giant translucent skylight (makes the neatest noise when rain falls on it, sounds like clapping!), warm couch, and trinkets that are fun (hoola hoops, juggling pins? sure, why not!?). <br/><br/>Great place, great location!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2014-09-28,4212558,"A great location, a very comfortable space and a helpful host. Everything that makes Airbnb great!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2014-10-07,13460520,"Jennifer's place is cozy and a short walking distance from Time Square. The place was big enough for two. <br/>Jennifer left detailed instructions and was also helpful in terms of recommending great places in NY.<br/><br/>Everything was great:)",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2014-10-18,16584002,"We hebben genoten van ons verblijf in het appartement van Jennifer. Prima en centraal gelegen, ook t.o.v. openbaar vervoer. Het daklicht maakt dat het prettig licht is en ruim aanvoelt. Enige minpuntje is de vier trappen. ",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2015-03-30,27436102,"Jennifer was very good at communicating with us prior to our arrival. Although she could not meet with us herself, she had a friend meet with us to give us the keys and more information when we arrived. She was also very accommodating with our flight schedule and check out. <br/><br/>The apartment was great overall, although just a little smaller than we expected from the pictures. Our favorite part was of course the skylight and dart board she had hanging. The apartment was in clean condition when we arrived, which is always a good thing!<br/><br/>The location was amazing, close to everything, a great place to stay for our first visit to New York.  It is on the top floor, so we definitely got our workout in going up and down those stairs each day! <br/><br/>We had a blast! <br/><br/>Thanks Jennifer! <br/>",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2015-04-21,6429364,"I love this space.  It is truly a gem in the heart of Manhattan.  The location could not be better.  Very clean, comfy, and great warm inviting energy.  Jennifer was very clear and responsive.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2015-05-19,12146524,"This was our first Airbnb experience, and Jennifer really made it great! No more hotels for us in the future ;) The communication was friendly and she replied very fast. Just great!!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2015-09-21,12885233,"Great location, in the middle of everything. The apartment is well maintained and clean. Jennifer is very responsive to texts/messages. I had a great time there.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2015-09-28,18636130,"Jennifer was without doubt an amazing host, she was incredibly kind and welcoming and made sure we had a great weekend. She supplied books and notes with all sorts of information about NY, the flat and the area. The flat is in the perfect location, not more than a 10 minute walk from Times Square and about the same distance from Penn station. The apartment itself is just as described, great for one or two people. I highly recommend the apartment and will surely use it again next time I'm in NY!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2016-04-11,16512817,"Jennifer was an unbelievable host! Great communication and made sure I was all set for my big weekend with my college age daughter.<br/><br/>I love all parts of NYC, but if you want Midtown, this is just about perfect. The place is sunny and bright and surpisingly little noise from the street on Friday and Saturday night. Plus, we felt very safe.<br/><br/>Size wise, 1-2 people is probably perfect. Any more may feel a little cramped.<br/><br/>Lastly, most Airnb places I stay feel liked they have been furnished by a recent college grad. It's clear that Jennifer lives here and was so accomodating opening up her home to us.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-07-22,134977148,"The Midtown Castle was a great choice for our weekend stay. It is centrally located, and walking distance for most of our stops. The apartment was clean, nicely decorated, and the perfect size for our trip. Jennifer was a great host, and made our self check-in very easy! She gave us all of the information we needed for a smooth trip.  I would highly recommend this place to other visitors, and would consider staying there again when we are back in NYC!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-09-16,81450805,Tiene una ubicación excelente. Buen equipamiento del apartamento. Tal cual se ve en las fotos,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-10-16,11918986,"Jennifer is a gracious host with an amazing one of a kind space you won't find anywhere in Mid Manhattan.<br/><br/>The perfect home away from home esp. if you're on business.<br/><br/>Note, the stair climb is LEGIT, not fake news. Jennifer is an excellent communicator with very helpful and clear directions,<br/><br/>The 4 flights of stairs will definitely let you know you're in NYC :)",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-10-29,28067322,"Jennifer was super friendly and helpful. Great host with an amazing studio apartment right in the middle of NYC. Everything is walking distance! The Empire State Building, Times Square, and New York library were all around the corner or less than 15 minutes walk. Best location ever and great relaxing place to stay.<br/><br/>Quick note: Apartment is located on the 4th floor with no elevator so make sure you don’t have very heavy luggage. In any case it’s a good workout :)",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-11-04,18840128,"Jennifer's space was such a lovely experience. PreCheckin and checkin was detailed and seamless, she made it easier on us and answered all questions so quickly. The space itself is such a unique, clear & zen energy- we loved it. Not to mention it was very clean & close to everything! Definitely be prepared for the 4flight workout (we appreciated that)! We enjoyed the space and location & would recommend this to anyone coming to explore the city!!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-12-03,2888785,"This is a nice apartment and it looks like in the photo. It is well located and Jennifer was very nice and super responsive! She also let me have a late check out at no extra cost, which was very kind of her. 5 stars for that! On the negative side, it was rather cold in the room. I stayed there for 6 nights end of November, beginning of December so the central heating should be on, but it only worked occasionally (this is a building from 1890 and the amenities are a bit worn and probably never have been updated). There is an extra heater but it is not sufficient to heat up the room cause the ceiling is high and the glas roof is not a good insulation. Consequently for the majority of the time the temperature inside was between 64-68F (17-20 C) which was disagreeable. Second point was the noise from 3 construction sites in the street, one just opposite the building. They started work early and the clearing of rubble was sometimes done past midnight and very loud. Once the heating problem is sorted out and the construction is done it will be a nice place to stay.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-12-10,2548115,Beautiful and stylish spot in a very unique building! Jennifer is a wonderful host and was kind enough to meet us for out late-night check-in. We loved the apartment!,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2017-12-31,110636080,"Location Location Location.<br/>Outstanding location near to everything walking, by train or bus.<br/>We enjoy our rent there.<br/><br/>Alonso",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-01-01,66056138,Great place. Would definitely recommend! Jennifer is really sweet and easy going.,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-04-29,128182033,"We really enjoyed our stay at Jennifer’s apartment. She was very hospitable and answered any questions we had promptly. The hike up the four flights of stairs with the luggage was a challenge. <br/>The location was amazing. Central to everything, 5 min walk to the subway, close to time square. There was a bit of noise at night from all the construction happening around the apartment but Jennifer supplied us with ear plugs which worked a treat. Would highly recommend her apartment",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-05-18,11496712,This apartment is convenient and functional.  The huge skylight makes it feel open and airy. And it is located smack dab in the middle of Manhattan.  Highly recommended.,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-05-27,76998885,The Midtown Castle is a beautiful place to stay in the center of the city.  Truly a sanctuary with everything you need. Little touches of nature and beauty throughout. Waking up with the sun from the skylight was amazing. ,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-06-06,115721479,Jennifer is very nice and responsive. The location of the apt is great. However <br/>- the bed was small and smelly. The apt also smelled weird. We had to sleep on a mattress on the floor<br/>- the building is very old. <br/>- the apt is not clean and due to construction it was very noisy. <br/><br/>However. We do appreciate the stay and the location,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-06-29,51923495,"Jennifer es un anfitrión increíble. Siempre estuvo comunicada y dejó listos todos los detalles para que mi estancia fuera perfecta. Me sentí como en casa.<br/>El departamento es maravilloso, con mucha luz y una sensación de tranquilidad, además de una ubicación inmejorable, justo en el centro de Manhattan!! A unos pasos del Empire State. Totalmente recomendable!!",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-09-27,203936538,"Awesome location, spotless, wonderfully accommodating host. I will definitely stay here next time I am in NYC",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-10-01,174975601,The location made getting to Time Square easily accessible. Apartment was quiet and no disturbances from neighbors at all.,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-10-08,56872516,Jennifer’s place is a wonderful retreat in the middle of the busy city. The bed was super comfy- and the whole space/energy of the place felt very calm and cozy. You can hear some noise in the street (I expected this because you are literally in the heart of the city) but I slept like the proverbial baby every night. Jennifer was kind enough to leave ear plugs in case we needed them but we never did. I definitely recommend her place!,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-10-21,121426385,"Great place to stay, very good host",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-11-04,22065057,"Jennifer’s place is beautiful, cozy and very well located. We were able to walk to every key point of the city from here.  The studio is very clean and spacious.  Thank you for your hospitality. We had an amazing time in NYC!<br/><br/>Best regards,<br/><br/>Lili & Tad",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-11-14,30834468,"Fantastic location, great communication and a really special space. We would definitely stay again.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-12-02,92312766,Jennifer’s place was amazing! My husband and I spent a weekend in NYC for our anniversary and it was an absolute blast! Jennifer’s place is gorgeous and we really felt at home there. We will definitely stay again!<br/><br/>Make sure you like stairs! 😜,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2018-12-16,126136892,Great space in a fun old building in NYC. Loved the lighting options for the space and the skylight.,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-01-02,165354250,"The apartment met expectations to how it was insinuated on the ad. Jennifer is very welcoming and friendly. A little pricey for a <500 sq ft space, but it is a convenient location. If you don't want to walk up a 4 story stair case after an already long day of walking, this place is not for you.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-05-07,168460710,10 / 10 would stay again,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-05-21,119626931,Place was so cute and comfy! Host was great and was quick to communicate when I had questions. Quick walk to the subway and only about 5 min walk to the Empire State Building. Overall great stay and host was amazing!,Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-07-14,60181725,"I'm glad I stayed here. I liked everything.<br/>The apartment is quite spacious and comfortable with an extraordinary glass roof.<br/>A beautiful reflection of the Empire State Building can be seen in the window.<br/>Excellent location in the center of Manhattan, a few minutes walk to the excellent Bryant Park and to the Whole Foods Market.<br/>Jeniffer is very friendly, on the last day when my flight was delayed  she was not against my late check out. I appreciate it.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-08-21,33952280,"First of all I have to say, that Jennifer is not allowed to sublet her apartment by her landlord. I was instructed by her to not mention airbnb to anybody beforehand, which was fine, but one evening I was stopped by her landlord in the hallway and questioned about where I am staying, how long, where Jennifer is etc. Afterwards, although I didn’t say anything wrong, Jennifer freaked out about it, and I really thought for a few hours that I would have to move out and find another place to stay right away. From that point on I felt really unsafe there and always tried to hide from the landlord. <br/><br/>For my stay the apartment was also not ideal, there is no couch, only cushions on the floor and there is no real table and chairs. I had to work from home sometimes and could not really do it anywhere. <br/>The place was really clean in general, only the bathroom and the shower were really not okay. Especially the shower curtain was mildewed. <br/>The kitchen was clean and well equipped. <br/>Apartment has an AC, which is definitely a pro. <br/><br/>Also, what should be mentioned , the hallway is really narrow and the stairs are quite steep, so with a huge suitcase not ideal, as the apartment is walk-up to the 4th floor.<br/><br/>The location of the apartment is alright, in my opinion it is a bit busy in that area and there are nicer places to live, bit that is just my personal opinion.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2019-11-04,61580757,"Great location, convenient to everything. Very cool space and building.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
2595,2022-06-21,61404619,"Jennifer's apartment is a well-cared for studio in the heart of midtown Garment District, just a few blocks from Bryant Park. The huge skylight is so nice. The quality of light in the early afternoon is idyllic. It has a casual vibe with sound healing instruments, a bean bag chair, and eclectic decór. The A.C. works great. Jennifer was very friendly and inviting.<br/><br/>Midtown is well-known for its business + tourist vibe. The theatre district is a short walk away. Restaurants are plentiful, though the food is geared towards fast and American. I ate better when I just went for the higher end restaurants, as the quality of the others is questionable. Google reviews of restaurants in the area are inflated. Korea town is a few blocks away and has some better options. Check out Tonchin (best ramen), Fine & Rare (live jazz), and further north, Tao (cavernous Asian Fusion restaurant with a colossal Buddha statue), for unforgettable dining experiences. Culture on 38th is the best coffee shop around.<br/><br/>The apartment has no blackout curtains so expect a good amount of light 24/7. If you're light sensitive like me, this can be a problem. I slept with a sleep mask every night. Thankfully it wasn't noisy at night, other than the occasional garbage truck.<br/><br/>Lastly, something that Jennifer worked valorously to correct, but you should be aware of, is that there is a light odor from the pipes in the bathroom sometimes. The only way to tame the beast is to keep the fan on continuously, otherwise it becomes overwhelming. Hopefully she can get to the root of the problem, and it may be completely fixed soon after I write this review.<br/><br/>Overall, Jennifer's apartment is a unique find that will be a welcome escape from busy, touristy midtown. I especially recommend it for those who are not light- and smell-sensitive, and who like a casual space instilled with positive intentions.",Skylit Midtown Castle,Manhattan,Midtown,40.75356,-73.98559
5121,2009-05-28,2995,"Simple place, super nice guy.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2009-07-04,23868,"Great guy with a basic room. Clean sheets and towels. No hangs-ups, come and go as you please. The neighborhood was fine, mix of everybody. Came back around 3am one night without any problems. The place is not immaculate, but neat.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2009-10-27,39813,"Garon gave me the opportunity to share some of his creative,artistic way of living and being open for assistance getting around in Brooklyn.Also with his room mate I had fine conversations. To find out about busy lifes of my hosts was important during my stay.Creative travelers will anjoy his company.<br/>Gisela from Bremen, Germay",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2009-11-21,52256,garon is a sweet person with a lot of knowledge about brooklyn. ,BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2009-12-14,62040,"Garon - your home was very cozy and comfortable, and your cats very sweet!",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2009-12-28,53299,"We had a lovely stay at Garon's although he wasn't there because he had to work in Italy...<br/>He was very nice, sending us emails to let us know about stuff to do in Brooklin...We discovered some great places and met very nice people for new year's eve thanks to Garon!<br/>Nice home and sweet cats as well!<br/>Cheers and happy new year!",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-02-07,68126,"was my first time with airbnb, I enjoy the stay with Garon. He is a happy go lucky livin guy. Would like to come there often...came as a guest, gone as a friend!<br/>thx Garon!<br/><br/>...good place!<br/><br/>",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-02-25,81438,"Garon is a really great guy. I can't recommend his well enough. Super pleasant and friendly. Garon, I owe you some coffee!... Friendly neighbourhood and close to G train. Very warm room (in winter) and lovely cats. Cheers mate. Sean.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-03-28,83361,"I can definately recommend Garon's place. he's a great host- always willing to help and to share experiences, at the same time he gives you enough space for yourself, in a way that gives you the feeling of being totally respected and welcome.<br/>two cute cats and very friendly neighbours that'll help you if you have problems with new yorker doors and keys.<br/>Franzi",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-06-14,93061,Where do I start with Garon?  We stayed with him for 3 months and enjoyed every minute of our stay.  We felt more than welcome and treated the place as our own.  He did more for us than I imagined and we became great friend. He gave us advice as people who had never spent long periods in the city and help us out any way he could.  The apartment is clean and cosy with a laid back feel. WeI will stay with him again the next time I am in NY.  Thanks Garon!,BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-07-19,138152,"Garon is a very warm and friendly guy, willing to help and with a very open personality. The cats are cute, they leave some hair but if you're OK with that, you'll have a pleasant stay. The neighborhood is really cool and kind of hip-hop, with friendly people sitting in front of their houses. If you're lucky Garon can take you to some cool and incrowd places. All in all: Go to BedStuy and enjoy your stay.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-07-25,146471,"Garon was very open and helpful, we felt very welcome and right at home.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-07-27,175725,"Garon was like an angel! He got back to us quickly when we were really in need of a room. When we arrived he made us buckwheat pancakes and made us feel very much at home. He had lots of advice to give as far as what the city had to offer. Highly recommend him, we will surely be back to visit again.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-08-01,178070,We had a great time here!  Garon was extremely friendly.  We felt comfortable and had lots of privacy.  The only downfall was that the subway can be a pain sometimes (not the fault of the apartment or Garon)!  I would stay here again.,BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-08-31,181782,"Many thanks to Garon for a wonderful stay. He was very accommodating throughout the entire week that I stayed in his home which has a cosy and creative vibe.  I am so happy that I had the opportunity to stay in such an interesting area.  The subway is close and there are a few little cafes nearby that I loved. You must go to Mrs Daliah's Cafe for cucumber lemonade! I got to meet another traveler staying there, who I hung out with, so that was cool. Also Garon's cats are so adorable. All in all, I highly recommend the Bliss Art Space. Cheers!",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2010-09-14,26218,"WELLL... Firstly Garon is a gemmm... Full of spirit and good sense... I felt welcomed, and definitely at home, i settled in with space in the cuboards,fridge and freezer... The cats, well i loved them to... Probably the only cats i will like that much i certainly miss them, The room was perfect for my end of summer stay, air con, cool, and  cosy =] The place is very typically New York, which i loved. I felt the area Bedford Nostrand was perfect for location, Train like 3 minutes walk and it was great for everywhere i wanted to get to...local shops were fine and i felt perfectly safe and enjoyed my three weeks... I MISSS ITTT and want to be back!!! Garon, Thank you... =]",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-01-31,350747,"Wonderfully, nice guy and a great host! This is definetly a space for a more creative person and would highly recommend this for a real New York Experience!!",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5136,2014-01-02,3585271,"My family had a wonderful stay at Rebecca and Henoch's beautiful home in Brooklyn over the holidays.  The condo is spacious and well appointed, with plenty of room for four of us to relax after a day of exploring the city.  We loved the comfortable living room for relaxing, large dining room table for work/meals and a gorgeous, well equipped kitchen, and we were surprised to have so much space to spread out in NYC!  The king size bed in the master bedroom and deluxe air mattress were both very comfortable and we were thrilled to get a good night's sleep each night in a very quiet neighborhood.  Lastly, we happily opted to take care of their delightful and easygoing cat, which added to the feeling of being at home in their condo.  <br/><br/>Rebecca was a fantastic host--easy to communicate with, responsive, and left a folder full of instructions, personalized restaurant recommendations, and takeout menus.  We really appreciated the personal touch and attention to making our Brooklyn experience an authentic one!   We would stay there again in a heartbeat--highly recommended!","Large Sunny Brooklyn Duplex, Patio + Garden",Brooklyn,Sunset Park,40.66265,-73.99454
5136,2021-08-08,9458653,"If you have to stay in Brooklyn than only at Rebecca's appartment!<br/> We enjoyed our stay a lot!!!  The apartment is really huge . With a terrace and backyard and full of flowers . There is everything you might even need. Full kitchen to prapere anything you like, washing machine and laundry corner. Two restroom on 1 and second floor which is a big plus as well. Cable TV you may watch Netflix, HBO and etc. Location is perfect , street is so calm and there is no noise at all so you can sleep as a baby. Subway locates  3 blocks away , very easy connection to Manhatten . There are many groceries , caffes, bars, pharmacy , everything is in a walking distance. The apartment is perfect for a family stay . I want to thank Rebecca for everything, comunication is easy, check in and check out is very convinient. <br/>Highly recommend !!! ❤️❤️❤️","Large Sunny Brooklyn Duplex, Patio + Garden",Brooklyn,Sunset Park,40.66265,-73.99454
5136,2022-08-10,9105377,"Great place for my family while doing renovations in our apartment.  Easy access, clean, everything you could need.  We loved exploring the neighborhood and would definitely stay here again and recommend it to anyone looking for a family friendly place to stay","Large Sunny Brooklyn Duplex, Patio + Garden",Brooklyn,Sunset Park,40.66265,-73.99454
5121,2011-04-02,406850,"I stayed at Garons for almost three months and had a wonderful time. His house felt like home, the room really was my place. Garon is very relaxed and a great roommate. We both led our lives and just saw each other when we both were at home. We had some great talks and he's a very inspiring person. His cats were also a great addition to me feeling very at home there. <br/>There are a lot of nice nieghbors, and in the neighborhood, there are new cafes and restaurants popping up. It's close to the G-train which connects you to anywhere in Brooklyn and Manhattan. <br/>I wish I didn't had to leave!<br/>",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-04-18,466719,"Garon is very sweet, relaxed and laid back. I felt like an additional room mate! I felt safe walking home to the flat at night, and the flat is easy accessible to JFK. Thanks Garon, I had a lovely time! x",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-07-12,693011,"Garon was a very nice host and he let us feel like home in his place, despite we didn't see him during our 6 days stay.<br/>But unfortunately the apartment was absolutely not like pictures and description on the website: not very clean, and most of all very old, cheap and untidy. The room was too small and a lot of stuffs inside (closet was full) for a 2 persons 6 days stay.<br/>In our opinion it's not really a rentable place, even if Garon's neighboor was very nice and helpfull, and even if Garon warned us about the possible untidyness in the place because of his absence.",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-07-28,809854,"i really enjoyed NY. Garon was so welcoming and tried to give me infos. <br/>his house is not brand new but he always keeping clean and tidy. <br/>this room has enough space and so brighten.  <br/>and i miss cute cats too. :)<br/>",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-09-12,599217,Garon is the best. Period.,BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2011-11-08,1303360,"Everything was perfectly fine! Me and my friend have stayed at Garon's place for 10 days and we really enjoyed that. The apartment is full of interesting stuff and Garon's stories. Garon himself is one of the most laid back persons I have ever met. And cats gave the place a lot of charm and a ""warm touch"". Each of us had his own key and we were free to come and go as we wish - no hassle at all!<br/><br/>A neighbourhood is nice. Manhattan is approx. 20min away - close to nothing! A lot of places to eat out -  I could recommend to anyone who plans to stay there to visit a food place right on the right of McDo, close to the A/C subway station - a great deal of specialities straight from Trynidad! =)",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2012-05-03,2046833,"Thanks Garon! - I stayed for just over 2 weeks everything was fine, easy going, free reign of the flat pretty much.<br/><br/>Whilst at first I thought the neighbourhood was not so good, It is safe and I was out a fair amount at night. The G and C are close by (the G's a little closer and you can easily change to the L to get to lower manhattan)<br/><br/>Anyway, if you are considering this then you should defo go for it, for the price I don't think there would be anything better!",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2012-10-02,3495996,"Garon is great! He s a really nice and interesting guy!<br/>The neighbourhood is great. The apartment is close to subway. Its really safety and nice. Just go there!!<br/>",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
5121,2012-10-30,3588281,"I had the most beautiful stay, <br/>Garon is a very special person and an absolute angel, made me feel totally at home in a highly peaceful and relaxed environment, <br/>I throughly recommend Bliss Art Space!<br/><br/><br/>Aleesha :) ",BlissArtsSpace!,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
