latitude,longitude
40.51180398,-74.25003446
40.51203825352,-74.24975495245
40.518508,-74.234606
40.52255,-74.234952
40.527799,-74.232402
40.527884,-74.227217
40.528088,-74.237076
40.53277,-74.192222
40.540629,-74.17661
40.5449,-74.161376
40.559688,-74.169605
40.564361,-74.115914
40.566222,-74.114033
40.566793,-74.113458
40.567358,-74.112884
40.569057,-74.111184
40.56962,-74.108185
40.570191,-74.110036
40.5704668,-74.10976191
40.572404,-74.169965
40.57283,-73.995433
40.57384997,-74.10549598
40.57428568819,-74.10591440512
40.574818,-73.990926
40.575042,-73.999086
40.57521831,-73.99749819
40.575277,-73.996968
40.57530379,-73.97659102
40.575316,-74.169838
40.575463,-73.978324
40.575512,-73.994848
40.575545,-73.980141
40.575559,-73.981476
40.57556814,-73.98121659
40.57556814654,-73.98121659126
40.575635,-73.993789
40.57592616,-73.9911338
40.575984,-73.990604
40.57615688,-73.97598385
40.576275,-73.981391
40.57630372,-73.96853078
40.576309,-73.967943
40.576568,-73.985303
40.57664597804,-73.97648039607
40.576685,-73.984242
40.576707,-73.961289
40.5767433,-73.98371091
40.576801,-73.983181
40.576921,-73.982107
40.576947,-74.002691
40.57698177,-73.98156537
40.577183,-74.000569
40.577258,-73.976436
40.577312,-73.962821
40.577511,-73.961903
40.57761083,-73.96144207
40.577705,-73.961003
40.577896,-73.960099
40.57794503,-74.10231528
40.578004,-73.993693
40.578185,-74.169648
40.578282,-74.167223
40.579154,-74.00037
40.57981308,-73.83719881
40.579889,-73.973243
40.5799,-73.975432
40.57997229,-73.9746526
40.580277,-74.163175
40.58037949,-73.96760006
40.580496,-73.966902
40.580649,-73.837685
40.580675,-73.834152
40.582305,-74.169067
40.582307,-73.836412
40.582435,-73.967126
40.58262,-73.986223
40.58291,-73.955204
40.58369,-73.947904
40.583733,-73.946122
40.583873,-73.939482
40.584173,-73.932515
40.584301,-73.982908
40.584619,-74.072022
40.585621,-73.966393
40.58594334498,-73.81610192287
40.586222,-73.816011
40.58646531,-73.81652185
40.587178,-74.164527
40.58738242,-73.95421409
40.587384,-74.191042
40.587391,-73.812603
40.587505,-74.168164
40.587506,-73.811705
40.587534,-73.95472
40.588159,-74.166217
40.588379,-73.960433
40.58862006,-73.98372242
40.588814,-73.816632
40.589043,-74.101787
40.589528,-73.799755
40.590241,-73.95334
40.590346,-73.952376
40.590491,-73.970687
40.590625,-73.939999
40.59107783,-73.79596994
40.591579,-74.164607
40.592384,-73.978048
40.59241019,-73.78899501
40.592746,-73.940405
40.592877,-73.795651
40.59305673,-73.77531756
40.593716,-73.77496
40.593761,-73.784418
40.59401905866,-73.96085431584
40.594054,-73.960866
40.594115,-73.997577
40.594864,-73.940815
40.59497,-74.001062
40.59535,-74.086097
40.59570279,-74.00027726
40.595889,-73.973391
40.595944,-73.907243
40.596228,-73.754124
40.596406,-73.984697
40.597113,-73.941249
40.597236,-73.961106
40.59726,-73.986102
40.59726732,-73.99865686
40.597484,-73.763267
40.59792537,-73.98719146
40.59893852,-73.95547731
40.599028,-73.989026
40.599199,-73.953079
40.599438,-73.95089
40.59945,-73.961273
40.59971,-73.761425
40.59987182,-73.7615602
40.599883,-73.936954
40.600845,-73.754648
40.601493,-73.753555
40.601713,-73.993431
40.601727,-74.192701
40.60194979,-73.99380961
40.602186,-73.994198
40.60221616571,-74.00295079884
40.60277623008,-73.75011736483
40.60295162,-73.74997673
40.603052,-73.995688
40.603083,-73.750703
40.603406,-73.753843
40.604001,-73.754742
40.60419457,-73.97217653
40.60425884,-73.75285101
40.60456773,-73.75353771
40.60460965,-73.99825336
40.60478281,-73.75399789
40.60478281509,-73.75399789248
40.604832,-73.998625
40.605156,-73.754846
40.60517887,-73.98017107
40.605232,-73.980652
40.6053345,-73.75527433
40.605664,-73.984521
40.605839,-73.754896
40.606129,-73.819572
40.606728,-74.001776
40.606815,-73.959806
40.60704,-73.958904
40.607134,-73.957028
40.607178,-73.962385
40.607597,-74.121045
40.607743,-73.972792
40.60793187,-73.81604355
40.608157,-74.145595
40.608202,-74.162164
40.608565,-73.958719
40.608938,-73.957842
40.60913068,-73.95740454
40.609335,-73.956954
40.609575,-73.958437
40.609741,-73.95605
40.60980962,-73.92249759
40.610023,-73.922165
40.610028,-73.753587
40.61046,-73.954119
40.61074,-74.008409
40.610931,-73.920761
40.611268,-73.96262
40.612038,-73.981464
40.61235,-73.918649
40.612606,-74.083121
40.61261622,-74.0008428
40.61273366,-74.01171285
40.612965,-73.982359
40.613297,-73.917184
40.6135535,-73.98174977
40.613663,-74.158142
40.613717,-74.084818
40.614616,-74.084716
40.614774,-74.083046
40.61547,-74.081663
40.6159936,-74.03112773
40.616325,-74.172339
40.616997,-73.978153
40.617611,-74.033451
40.61811226,-73.95910617
40.618165,-73.958627
40.618243,-73.991083
40.618488,-73.992697
40.61894572,-73.99903464
40.618981,-73.926377
40.619435,-73.989874
40.620107,-73.99794
40.620584,-74.026995
40.62091383,-73.97529625
40.621234,-74.025789
40.62149264,-74.02621328
40.622145,-74.027282
40.6225,-74.025503
40.62279866,-74.02834994
40.622829,-73.917612
40.6231883776,-74.14923769473
40.623238,-74.149217
40.62358756,-74.08277059
40.6236888,-74.15065779
40.623796,-74.073767
40.623977,-74.081548
40.624236,-74.079408
40.624418,-74.139774
40.62460263,-74.07959815
40.625009,-74.147734
40.62510485,-74.14876859
40.625263,-74.150059
40.62528214,-73.9604671
40.625311,-73.917874
40.625819,-74.078759
40.62583754528,-73.99094489423
40.62606293,-73.99701716
40.626133,-74.157252
40.626157,-74.13411
40.626237,-74.175155
40.626335,-74.075445
40.626342,-74.130688
40.626492,-73.976342
40.62666389,-74.07564507
40.626851,-74.163438
40.627259,-74.165999
40.62797,-73.947101
40.6281697437,-73.94135878348
40.62887,-74.073928
40.62894118,-74.11618787
40.629112,-74.114774
40.629283,-73.918299
40.629309,-74.074579
40.629316,-73.884696
40.629337,-73.927989
40.629876,-74.076705
40.63036667,-73.97371311
40.630373,-73.947438
40.63059985044,-73.97370531603
40.630863,-74.103205
40.630932,-73.918479
40.631011,-73.976607
40.63125,-73.945995
40.631284,-73.945564
40.631338,-74.02188
40.63162,-74.076166
40.631677,-73.928239
40.631944,-73.887623
40.632233,-73.947621
40.632421,-73.947222
40.632495,-74.027368
40.63263331,-74.01253418
40.63288559,-73.94769778
40.633098,-74.086445
40.633119,-73.888933
40.633176,-74.02709
40.633409,-73.948237
40.633441,-73.947736
40.633514,-74.011617
40.633675,-73.928953
40.633819,-74.020867
40.633857,-74.026815
40.63401,-74.16626
40.634028,-73.947289
40.634036,-74.123607
40.634085,-73.88926
40.63417,-74.023701
40.634174,-73.919331
40.63422,-73.949112
40.63435721,-74.01074386
40.63456698,-74.11719928
40.63461607,-74.02351985
40.634782,-73.914405
40.634967,-74.023377
40.635011,-73.962763
40.635133,-73.947894
40.635188,-73.918929
40.635309,-73.963782
40.635445,-73.950433
40.635577,-74.011262
40.635685,-74.134992
40.63593259,-73.96248206
40.63602442,-74.13477006
40.636292,-73.892466
40.636356,-74.008664
40.63638,-74.134526
40.636916,-74.008082
40.63695459,-74.11754937
40.637067,-74.076204
40.637085,-73.926319
40.637257,-74.076649
40.637301,-74.009474
40.637427,-73.897225
40.637437,-73.94814
40.637475,-74.007497
40.63776,-74.076476
40.63778217,-74.07694038
40.637813,-74.079688
40.638005,-74.133351
40.638035,-74.006914
40.638142,-74.075912
40.638158,-73.968473
40.63842,-74.008307
40.638596,-74.006332
40.63860599,-73.9482662
40.638626,-73.928981
40.638698,-73.946819
40.638805,-74.08747
40.63886517059,-74.02271208766
40.638977,-74.171252
40.63902183,-74.02246402
40.639191,-74.016468
40.639297,-73.948339
40.63998668,-73.94841286
40.64005,-73.743654
40.640064,-73.955203
40.640284,-73.994332
40.640321,-73.969083
40.640346,-74.015271
40.640466,-73.948464
40.640746,-74.076747
40.640863,-74.075747
40.640965,-73.92923
40.641137,-74.018123
40.641272,-73.956393
40.64143514,-74.01781464
40.641564,-73.979195
40.641605,-74.006788
40.64160916,-73.96355626
40.641712,-74.017525
40.641955,-74.002835
40.642095,-73.948638
40.64213395,-73.92935321
40.64234,-74.004227
40.6427961,-73.97944282
40.642827,-74.016361
40.642909,-73.978634
40.643145,-74.012357
40.64322,-74.075921
40.643284,-73.929477
40.643353,-73.957765
40.643566,-74.074001
40.643706,-74.011775
40.643729,-74.072798
40.643836,-73.948825
40.643996,-74.076502
40.644267,-74.011193
40.64436,-73.957948
40.64440626,-73.96408804
40.64451,-74.014616
40.644716,-73.901847
40.64472094387,-74.0770327199
40.64472591,-74.07748283
40.64478976,-74.01432378
40.644823,-73.958
40.644942,-73.92145
40.644996,-74.077263
40.64507119,-73.95802302
40.64513066,-73.94896382
40.64513343,-73.90231306
40.645376,-73.929702
40.645387,-74.010027
40.645639,-73.902874
40.645863,-73.951951
40.64591,-73.958072
40.6459461,-73.99509559
40.645947,-74.009444
40.646349,-74.010864
40.646352,-73.912782
40.646386,-73.903709
40.646439,-73.998174
40.646574,-73.956879
40.646648,-74.001542
40.647011,-73.958124
40.64713186,-74.00462341
40.64725,-73.955694
40.647269,-73.913807
40.6474,-74.014873
40.647608,-73.892353
40.647944,-73.960604
40.64802,-73.881947
40.64815,-73.958205
40.64842146,-73.90489687
40.64846571,-74.00682174
40.648588,-73.957012
40.64861355106,-73.90525720323
40.648698,-73.905128
40.64885074699,-73.95101651062
40.648859,-73.95082
40.648903,-73.964444
40.649262,-73.963529
40.64926973,-74.00966514
40.649363,-73.960873
40.64943987,-73.96307629
40.64946,-73.958482
40.649614,-73.96263
40.649936,-73.961597
40.649967,-73.837596
40.65008147,-73.96100738
40.65014561,-74.00507409
40.650146,-73.960492
40.650294,-73.949518
40.650298,-73.959342
40.65038808,-73.95870799
40.650402,-73.963258
40.650426,-74.004782
40.650459,-73.957267
40.650466,-73.869986
40.65049297,-73.89797708
40.650603,-74.002809
40.650693,-73.951924
40.650762,-74.011387
40.650762,-73.950475
40.650799,-73.958817
40.65080714,-73.94957212
40.650831,-73.949081
40.650877,-73.948124
40.650921,-73.930294
40.651252,-73.940491
40.651253,-73.94962
40.651412,-73.875681
40.651538,-73.934736
40.651627,-73.93281
